Window_Size,Sample_Count_Mio,Frequency,5%%-Quantile,95%%-Quantile,First_Lower_Outlier,First_Upper_Outlier,Std_Deviation,Mean,0.1%%-Quantile,99.9%%-Quantile,0.01%%-Quantile,99.99%%-Quantile,0.001%%-Quantile,99.999%%-Quantile
60,182,0,1.0125,1.37183,0.93483,1.46767,0.10847732931912153,1.1997950331720049,0.84667,1.60633,0.771,1.81017,0.63067,1.99667
60,182,1,0.63852,0.88416,0.58558,0.94963,0.07404236898542912,0.7665638012651648,0.52688,1.04079,0.48104,1.16469,0.39753,1.27509
60,182,2,0.01874,0.15074,,0.18333,0.04089470357246045,0.07548542282972927,0.00231,0.24121,0.0,0.28549,0.0,0.32503
60,182,3,0.16428,0.36246,0.10116,0.42433,0.060279663495733445,0.26288479047056396,0.07551,0.45377,0.03836,0.49501,0.01484,0.53223
60,182,4,0.019,0.14746,,0.18209,0.03956622203144364,0.07517965229320521,0.0024,0.22399,0.0,0.25823,0.0,0.2883
60,182,5,0.07258,0.26519,0.00735,0.32564,0.058315426277901615,0.16716812645798992,0.01354,0.35372,0.00432,0.39227,0.00137,0.42566
60,182,6,0.01915,0.14853,,0.18347,0.03984384170492117,0.07571635407511318,0.00241,0.22504,0.0,0.25899,0.0,0.28872
60,182,7,0.04301,0.22382,,0.28028,0.05476289763764866,0.12963364475634317,0.00631,0.31063,0.002,0.34806,0.00064,0.38098
60,182,8,0.01908,0.14754,,0.18224,0.039568750741002946,0.07529499161704854,0.00241,0.22416,0.0,0.25911,0.0,0.29181
60,182,9,0.03235,0.20151,,0.25377,0.05153314440771936,0.11118198956698976,0.0046,0.28717,0.00145,0.32514,0.00045,0.3599
60,182,10,0.01904,0.1473,,0.18191,0.039499641902402884,0.07514921829180606,0.00236,0.22348,0.0,0.25879,0.0,0.2953
60,182,11,0.02775,0.18865,,0.23709,0.04921185104678147,0.1011698106717842,0.00389,0.27344,0.00124,0.31092,0.00039,0.34574
60,182,12,0.01922,0.14897,,0.18388,0.03998081804800849,0.07591242350663814,0.00249,0.22675,0.0,0.26392,0.0,0.31107
60,182,13,0.02562,0.18342,,0.22936,0.04839046467344727,0.09647433867227143,0.00359,0.26985,0.00113,0.30778,0.00036,0.34124
60,182,14,0.01995,0.15454,,0.19107,0.041436086870757,0.07884323791017615,0.00248,0.23329,0.0,0.26786,0.0,0.29749
60,182,15,0.02488,0.18351,,0.22878,0.048701527835043286,0.09540925919944998,0.0035,0.27106,0.00107,0.31001,0.00037,0.34817
60,182,16,0.02062,0.1599,,0.19805,0.042839865771181984,0.08160836333092923,0.0026,0.239,0.0,0.27262,0.0,0.30165
60,182,17,0.0242,0.18209,,0.22589,0.04850957349307759,0.0937996362067251,0.00339,0.27057,0.00107,0.30812,0.00034,0.34093
60,182,18,0.02023,0.15699,,0.19418,0.042083456624326394,0.0800666734957316,0.00255,0.23597,0.0,0.26969,0.0,0.29836
60,182,19,0.02301,0.17321,,0.21502,0.04617153678819423,0.08927608901622582,0.00321,0.25879,0.00102,0.29599,0.00033,0.32726
60,182,20,0.01955,0.1515,,0.1871,0.04065221785240769,0.0772611797234559,0.0025,0.23047,0.0,0.27023,0.0,0.33226
60,182,21,0.02226,0.16778,,0.20823,0.04474256875642022,0.08644024045530574,0.00311,0.25116,0.00098,0.28764,0.00031,0.31929
60,182,22,0.01922,0.14879,,0.18394,0.039898683347052384,0.07593445831436259,0.00239,0.22511,0.0,0.25898,0.0,0.2901
60,182,23,0.02182,0.16478,,0.20453,0.04396009343784075,0.08485177609148911,0.00305,0.24656,0.00096,0.28244,0.0003,0.31458
60,182,24,0.01917,0.14824,,0.18326,0.03977995631517226,0.0756737370618472,0.00249,0.22585,0.0,0.26467,0.0,0.30823
60,182,25,0.02168,0.16449,,0.20389,0.043931624227812736,0.08450687620788569,0.00303,0.24701,0.00095,0.28329,0.0003,0.31532
60,182,26,0.01917,0.14877,,0.18367,0.039926111886939494,0.07582743710371255,0.00238,0.22611,0.0,0.26201,0.0,0.29957
60,182,27,0.02139,0.16251,,0.20133,0.043416791103570045,0.0834357969672141,0.00299,0.24417,0.00094,0.28016,0.0003,0.31184
60,182,28,0.01879,0.14613,,0.1804,0.03922033513695396,0.07443383428704656,0.00236,0.22177,0.0,0.25521,0.0,0.28478
60,182,29,0.02104,0.16061,,0.19883,0.04295946751626444,0.0823286552741688,0.00294,0.24237,0.00093,0.28075,0.0003,0.32917
60,182,30,0.00517,0.16483,,0.20083,0.050851399516256446,0.06676791064282225,0.00017,0.28133,0.0,0.34333,0.0,0.4745
