Window_Size,Sample_Count_Mio,Frequency,5%%-Quantile,95%%-Quantile,First_Lower_Outlier,First_Upper_Outlier,Std_Deviation,Mean,0.1%%-Quantile,99.9%%-Quantile,0.01%%-Quantile,99.99%%-Quantile,0.001%%-Quantile,99.999%%-Quantile
40,186,0,0.985,1.40075,0.88625,1.51675,0.1256838042596897,1.2000044500722438,0.796,1.65125,0.72325,1.841,0.615,2.00975
40,186,1,0.62111,0.90677,0.55174,0.98659,0.08624029973388889,0.7682702815698738,0.49532,1.07325,0.44907,1.18663,0.39192,1.28411
40,186,2,0.02311,0.18135,,0.2233,0.0488031150869123,0.09203864086474557,0.00274,0.27877,0.0,0.32375,0.0,0.36394
40,186,3,0.14885,0.39088,0.06831,0.46679,0.073521519832258,0.2680917418077898,0.05267,0.50024,0.02091,0.54689,0.00689,0.5874
40,186,4,0.0235,0.18179,,0.22516,0.04871048057538988,0.0928899641548034,0.00287,0.27304,0.0,0.31229,0.0,0.34627
40,186,5,0.06486,0.29322,,0.36482,0.06905884268686814,0.17561241688871787,0.01009,0.39896,0.00321,0.44367,0.00101,0.481
40,186,6,0.02337,0.18058,,0.22355,0.048382151835161126,0.09228391456236364,0.00277,0.27174,0.0,0.31141,0.0,0.34599
40,186,7,0.04227,0.25347,,0.31928,0.06422365153988988,0.141405429251508,0.00602,0.35712,0.00191,0.40104,0.00061,0.43869
40,186,8,0.0236,0.18294,,0.22621,0.049046362323977445,0.09329992631600173,0.00297,0.27547,0.0,0.31575,0.0,0.35013
40,186,9,0.03498,0.23882,,0.30005,0.06230558372140294,0.1278221966631171,0.00493,0.34385,0.00156,0.38737,0.00051,0.42325
40,186,10,0.02493,0.19231,,0.23893,0.05145357265717392,0.09845023078996198,0.003,0.285,0.0,0.3242,0.0,0.35902
40,186,11,0.03231,0.23472,,0.29319,0.06199487457918859,0.12268466004303846,0.00452,0.34028,0.00143,0.38256,0.00045,0.41775
40,186,12,0.02477,0.1918,,0.23797,0.05134380133111481,0.09801533310162427,0.00303,0.28441,0.0,0.32242,0.0,0.35335
40,186,13,0.02989,0.22034,,0.27515,0.05844292683858891,0.11466499579594534,0.00418,0.32354,0.00133,0.36776,0.00042,0.41088
40,186,14,0.02375,0.18369,,0.22766,0.049211434284259746,0.0938795247492575,0.00282,0.27523,0.0,0.31496,0.0,0.35187
40,186,15,0.02861,0.21159,,0.26389,0.0561778788432159,0.10992574012810165,0.00399,0.31191,0.00126,0.35426,0.0004,0.39052
40,186,16,0.02354,0.18169,,0.22508,0.04865789270023227,0.09287553947130722,0.00295,0.27236,0.0,0.3117,0.0,0.34779
40,186,17,0.02804,0.20922,,0.26039,0.05565099636289747,0.10827569746285808,0.00392,0.30993,0.00125,0.35297,0.00039,0.39004
40,186,18,0.02329,0.18049,,0.22345,0.048363513728984946,0.09216742930418022,0.00276,0.27064,0.0,0.30905,0.0,0.34229
40,186,19,0.02736,0.20535,,0.25548,0.05469011007366725,0.10605803590188662,0.00382,0.30471,0.00121,0.34766,0.00039,0.38619
40,186,20,0.00625,0.20225,,0.24625,0.062282380603002736,0.08188400769635228,0.0,0.34175,0.0,0.409,0.0,0.5015
